Date,Method,Window,Mode,Hub_ticker,Hub_degree,Hub_tied,Hub_sector,N_nodes,Is_dominant_hub
2016-09-29,mantegna,120,,GFNORTEO.MX,7,False,Financial,35,False
2016-09-30,mantegna,120,,GFNORTEO.MX,7,False,Financial,35,False
2016-10-03,mantegna,120,,GFNORTEO.MX,7,False,Financial,35,False
2016-10-04,mantegna,120,,GFNORTEO.MX,7,False,Financial,35,False
2016-10-05,mantegna,120,,GFNORTEO.MX,8,False,Financial,35,False
2016-10-06,mantegna,120,,GFNORTEO.MX,8,False,Financial,35,False
2016-10-07,mantegna,120,,GFNORTEO.MX,7,False,Financial,35,False
2016-10-10,mantegna,120,,GFNORTEO.MX,7,False,Financial,35,False
2016-10-11,mantegna,120,,GFNORTEO.MX,7,False,Financial,35,False
2016-10-12,mantegna,120,,GFNORTEO.MX,7,False,Financial,35,False
2016-10-13,mantegna,120,,GFNORTEO.MX,8,False,Financial,35,False
2016-10-14,mantegna,120,,GFNORTEO.MX,7,False,Financial,35,False
2016-10-17,mantegna,120,,GFNORTEO.MX,7,False,Financial,35,False
2016-10-18,mantegna,120,,GFNORTEO.MX,6,False,Financial,35,False
2016-10-19,mantegna,120,,GFNORTEO.MX,7,False,Financial,35,False
2016-10-20,mantegna,120,,GFNORTEO.MX,7,False,Financial,35,False
2016-10-21,mantegna,120,,GFNORTEO.MX,7,False,Financial,35,False
2016-10-24,mantegna,120,,GFNORTEO.MX,7,False,Financial,35,False
2016-10-25,mantegna,120,,GFNORTEO.MX,7,False,Financial,35,False
2016-10-26,mantegna,120,,GFNORTEO.MX,8,False,Financial,35,False
2016-10-27,mantegna,120,,GFNORTEO.MX,7,False,Financial,35,False
2016-10-28,mantegna,120,,GFNORTEO.MX,7,False,Financial,35,False
2016-10-31,mantegna,120,,GFNORTEO.MX,6,False,Financial,35,False
2016-11-01,mantegna,120,,GFNORTEO.MX,6,False,Financial,35,False
2016-11-03,mantegna,120,,GFNORTEO.MX,7,False,Financial,35,False
2016-11-04,mantegna,120,,GFNORTEO.MX,8,False,Financial,35,False
2016-11-07,mantegna,120,,LIVEPOLC-1.MX,6,False,Retail,35,False
2016-11-08,mantegna,120,,LIVEPOLC-1.MX,6,False,Retail,35,False
2016-11-09,mantegna,120,,GFNORTEO.MX,7,False,Financial,35,False
2016-11-10,mantegna,120,,LIVEPOLC-1.MX,6,True,Retail,35,False
2016-11-11,mantegna,120,,LIVEPOLC-1.MX,8,False,Retail,35,False
